Названия строк;1;2;3;4;5;6;7;8;9;10;11;12
1566670A-493D-11E9-99D9-C69417C43C93;15 874;18 211;20 353;19 594;13 024;12 163;14 864;18 957;28 924;27 499;27 239;37 864
A8EDDE38-3B92-420D-AA2B-4B9AA3759008;15 549;17 925;21 511;19 900;13 541;15 478;13 247;18 491;20 839;25 046;31 189;33 527
00000000-0000-0000-0000-050252709207;17 275;19 133;22 734;19 496;15 387;18 767;18 230;22 593;22 766;20 178;21 708;27 403
0C5F1011-747F-4774-94DD-2C97D5A56A66;11 470;15 250;16 827;14 091;11 802;15 703;17 775;19 906;23 968;23 073;23 126;28 612
B8B3F572-E34F-11E8-9731-005056A27BA9;4 745;6 150;9 035;11 105;8 651;13 521;16 097;17 936;18 290;17 218;28 145;36 641
44222C5C-3171-11E7-8B42-005056A225F3;6 468;10 696;11 916;11 365;9 711;11 527;12 697;12 829;15 383;16 502;18 201;20 091
AABD8086-AD4C-11E5-8E25-00505602071E;7 597;6 825;6 967;8 733;8 127;9 030;8 296;10 890;12 429;16 529;20 690;25 890
FEDABBFD-2909-4AFA-9E14-1DA533580BDE;98;270;427;479;557;540;504;514;129 774;6 285;788;1 047
AC4BD855-2AE0-11E9-99D9-C69417C43C93;9 326;5 250;7 508;10 306;10 173;9 404;9 766;12 598;11 043;12 621;16 682;17 372
8ABEB8CD-EA2C-11E7-9EA6-005056A225F3;4 711;10 994;12 919;9 784;10 810;5 997;6 062;10 469;10 587;13 311;10 229;13 849
0E09E6E2-6252-11E7-93EC-005056A225F3;6 987;9 988;11 411;11 579;8 123;8 554;8 147;10 010;10 693;11 219;9 910;12 427
120F9A2D-103E-4906-8B2C-D2CF738231B2;3 396;4 054;4 570;7 921;8 019;9 981;8 922;11 025;10 997;12 491;16 598;20 914
C8D737A6-1DD3-11E6-9D6C-005056A2384C;4 993;5 892;6 804;7 563;6 393;8 457;8 463;11 269;13 462;13 137;17 330;14 336
478ABB8D-995D-4D54-92D8-7BAE70D4C8A8;1 073;1 505;3 434;6 074;5 522;12 138;21 692;18 120;12 373;12 929;9 002;9 524
D9ECD348-7B3E-11E7-B91E-005056A225F3;5 563;7 777;6 600;7 368;6 592;8 283;8 916;10 145;13 572;11 135;12 358;12 419
57C67C21-F483-11E8-9731-005056A27BA9;2 298;2 226;3 916;6 244;5 640;7 075;9 051;12 799;17 554;12 242;13 268;15 535
96597DFB-6816-11E5-B1B7-00505602071E;4 529;4 799;6 489;6 692;6 103;6 964;6 003;8 438;10 546;13 970;16 331;14 132
9DE54775-D474-11E4-A937-005056020188;4 730;6 532;6 960;7 820;5 963;7 410;6 693;8 759;8 883;9 333;9 794;13 415
806A3284-2699-49E9-9DD2-C555B7DDF3E7;6 809;8 427;8 936;8 323;6 161;6 637;5 906;6 794;6 116;7 189;8 382;11 733
80D0E00C-60CF-4FC5-8B11-A269BDBAE1A6;1 369;2 729;4 316;4 570;3 374;4 123;6 311;5 494;6 641;11 078;11 611;16 521
1D1E038F-66B4-11E5-B1B7-00505602071E;1 794;1 887;1 712;1 572;1 610;1 574;1 830;1 914;6 078;11 943;17 377;19 986
E2E4F35F-B957-4659-B8DD-EE7BC06C0E7C;5 024;5 736;6 983;6 995;4 781;5 161;4 709;5 076;5 466;5 111;5 111;5 179
11C148BB-77E7-11E5-B1B7-00505602071E;2 045;2 713;3 942;4 802;4 000;4 618;5 125;5 772;5 979;7 949;8 161;8 763
0F7349C0-05FA-4AAB-A4A6-97BD28BD2569;3 251;3 876;3 258;4 506;2 811;2 924;3 966;6 859;5 497;6 919;8 829;10 233
8626899A-26A4-4A7E-BA82-05F172556D4D;3 294;3 485;3 993;5 517;5 273;5 770;6 011;5 853;5 637;5 248;5 635;4 810
A5176F3F-CC8B-11E8-8635-005056A225F3;2 672;3 196;4 134;3 825;3 809;4 821;4 836;4 395;5 158;7 813;6 486;9 036
6A9D4435-80F5-489D-B4BB-A215337B4C15;3 594;2 941;4 565;3 841;3 480;5 359;3 943;5 884;4 790;5 330;7 439;7 661
213D9059-3BD6-4C34-8794-E798E051093A;956;1 544;3 334;2 962;3 928;4 870;5 454;5 468;6 716;6 051;6 901;7 224
96CF5EFE-25C8-11E8-9C6C-005056A225F3;1 525;1 893;2 711;2 985;3 136;3 623;4 442;5 712;6 065;5 732;8 909;8 481
90079625-11E2-4835-9786-252B1768CD6D;1 063;1 723;2 374;2 614;2 809;3 670;4 543;6 171;6 309;5 179;6 905;7 822
00000000-0000-0000-0000-050443652238;2 093;2 673;3 919;3 700;3 588;3 533;3 468;3 527;3 346;5 521;7 202;5 333
4A229924-0BFA-11E4-A274-005056020134;2 440;3 118;3 280;4 589;2 697;2 822;2 498;2 182;5 059;4 394;5 452;7 051
3D385127-88D1-462D-A5F3-FEB776DAC4EB;2 858;3 484;3 921;3 863;2 747;3 159;3 290;3 586;3 871;4 181;4 341;6 275
EA678059-4D63-48D5-9691-33A4F62E30E1;661;1 408;1 542;2 590;2 742;2 728;4 609;4 913;4 454;4 661;6 130;8 204
DB0E4891-3C64-11E7-BBB2-005056A225F3;2 408;2 764;2 869;2 142;2 493;3 037;3 890;5 241;4 741;4 163;3 734;4 961
F637F51F-5ABA-11E5-A8FB-00505602071E;1 879;3 068;5 095;3 858;3 102;4 285;2 280;1 501;2 572;2 806;2 835;5 695
8AD6852E-CE15-4E21-BD75-D81A2D3CC467;2 897;3 364;3 101;2 966;3 648;1 986;1 463;5 559;4 762;1 643;2 059;2 415
8178A65F-4471-4F43-BD10-C0FF6AFA46A3;1 199;2 075;1 389;2 231;1 835;1 984;2 107;2 984;4 064;3 881;5 061;5 073
230F0108-0893-11E7-9846-005056A2384C;1 318;1 237;1 937;2 987;1 920;2 008;2 227;3 175;3 510;3 067;3 762;5 660
00000000-0000-0000-0000-050576732979;994;1 520;2 042;1 808;1 601;2 414;2 550;3 523;3 042;2 335;2 852;4 715
AB3E1D66-EE19-11E8-9731-005056A27BA9;1 018;1 651;1 502;1 592;2 291;2 929;2 853;2 784;3 716;2 956;2 603;2 481
8EBC9512-91FC-471E-9808-B5350A8D2A5A;964;2 652;2 271;1 949;1 551;2 120;2 052;2 924;2 959;2 950;3 112;1 801
290AEA5B-0C1E-48D6-8F32-E76A4C9A6FEF;525;900;1 181;1 971;2 445;2 895;3 155;2 109;2 301;2 672;2 578;2 996
6A86153E-4B69-4D4A-9F01-61F6AE135012;841;1 522;1 748;1 446;1 396;1 673;2 031;2 047;2 196;2 659;2 829;3 727
Спецодежда и СИЗ;;;;;;;;;;;;
8D120688-A78A-11E8-86AD-005056A225F3;85 852;98 369;111 285;153 018;127 482;86 627;161 702;188 918;175 612;143 786;165 411;167 528
45426A54-67A1-4F3A-9C46-B74F3ACC9B40;42 916;67 551;97 938;128 361;72 549;81 648;68 800;66 214;70 616;46 850;44 237;55 374
00000000-0000-0000-0000-051395443347;16 209;22 473;30 238;33 119;29 462;38 197;40 363;34 711;33 260;32 455;33 874;28 626
96597DFB-6816-11E5-B1B7-00505602071E;10 165;14 914;24 501;30 526;35 791;32 909;26 638;23 181;29 575;30 949;36 262;47 241
00000000-0000-0000-0000-050719563814;9 357;11 926;12 657;11 856;11 982;20 664;29 647;33 034;35 481;37 300;34 072;20 888
00000000-0000-0000-0000-050576355004;8 337;13 009;13 849;14 281;12 474;29 372;32 443;29 568;15 850;13 566;18 264;21 450
00000000-0000-0000-0000-000000000000;11 193;11 764;12 651;11 809;13 066;19 114;22 713;12 261;9 042;9 369;14 368;7 641
C4B049F4-1A72-4AD9-8FD8-1E8B8D04E3F1;4 814;7 731;10 035;11 278;8 274;9 570;21 330;12 733;18 704;9 792;10 618;11 180
0FCE2D67-4AC6-11E7-93EC-005056A225F3;2 192;3 651;5 468;5 825;5 775;8 125;7 245;8 362;9 606;10 045;13 407;13 994
46D28BD3-AE62-4335-8BA6-64C8F79377ED;4 922;9 455;5 632;4 437;8 493;7 736;5 708;5 090;7 936;11 553;9 573;11 741
D0772A46-F647-11E5-BC8E-00505602071E;7 733;9 636;7 435;4 766;3 497;3 694;3 901;3 936;7 411;6 956;9 359;22 106
00000000-0000-0000-0000-000156706786;71;68;87;1 577;3 012;5 368;9 813;10 451;14 162;14 621;12 967;14 062
345E1E1B-05B6-4C1D-817F-34D8E225E333;4 383;4 534;2 355;3 043;3 306;5 725;3 531;5 150;5 485;6 362;4 799;4 904
9346D3B8-4A0D-4A45-8CF5-61E14635CDF1;5 849;8 592;6 526;4 615;3 861;3 800;4 049;2 056;2 760;4 054;3 529;2 749
00000000-0000-0000-0000-050082459538;1 574;2 748;4 147;2 875;4 857;9 680;4 291;4 840;3 855;2 566;2 520;2 270
E66734DD-DCE6-4F2A-A33E-6B4FB739D061;1 232;3 200;3 853;4 088;2 785;4 298;4 466;3 943;4 050;4 412;4 336;4 051
25397CD5-1B92-11E7-8B42-005056A225F3;5 740;4 421;5 717;3 031;1 431;1 790;1 715;1 608;3 176;4 045;6 922;4 621
A1F8762D-CB2E-11E5-A152-00505602071E;2 008;2 441;3 326;4 231;3 592;4 205;3 522;3 732;3 867;4 030;3 839;4 076
B5F6F317-CE8A-11E7-861D-005056A225F3;801;4 860;672;1 014;912;2 548;5 283;6 916;5 205;3 968;3 718;2 765
38B6AF68-B4D0-11E7-9B6C-005056A225F3;811;939;1 881;2 745;3 717;3 375;2 755;2 760;2 975;3 736;4 788;5 658
7A5E4EA0-9708-11E8-A7D5-005056A225F3;1 367;1 809;2 991;3 191;2 471;3 068;2 897;3 038;3 089;3 273;3 250;2 890
52C0DBE8-8049-11E8-A7D5-005056A225F3;458;1 280;975;1 457;1 790;2 121;2 106;2 838;3 269;3 725;4 571;6 880
9030AFB5-ED39-11E6-898D-005056A2384C;932;1 160;1 483;2 395;2 249;2 979;3 793;3 786;2 785;2 685;2 956;4 110
00000000-0000-0000-0000-050810068924;644;589;1 255;1 872;1 800;2 473;2 641;2 748;3 182;3 069;4 082;4 870
52E9AB37-A2CF-43D6-913D-2179A9CCACA2;;;;;;;;66;3 287;10 421;7 250;7 079
4FD59363-AA9D-11E7-9B6C-005056A225F3;1 401;1 786;2 397;2 511;3 179;2 922;2 606;2 019;2 455;1 682;2 329;2 509
BACD5FD9-C63E-4A53-A8AE-A38079FF03F7;744;1 199;1 666;2 448;1 557;1 813;1 177;1 619;3 911;1 840;2 418;2 935
7B72882C-5936-43EC-957A-658F0B1C4256;;;;11;587;1 591;2 854;3 331;3 308;2 730;4 622;3 985
31793C14-E298-11E4-A937-005056020188;1 447;1 697;2 327;2 023;1 757;1 803;1 662;1 511;1 688;1 517;2 752;2 191
0945F526-0AFE-11E7-9846-005056A2384C;44;281;461;914;1 292;2 250;2 582;3 425;2 589;3 209;2 841;2 440
87CFF456-53CA-11E6-B059-005056A2384C;376;674;1 017;1 651;1 273;1 520;1 136;1 643;1 688;3 132;3 066;4 473
9999E8E2-CD21-11E8-8635-005056A225F3;611;844;702;61;23;72;59;826;289;139;5 644;5 251
8D61FFA6-332E-11E4-9F3E-005056020188;1 072;2 000;1 644;830;826;626;824;748;1 215;994;1 854;1 074
19F3FF1C-D118-11E8-B6AE-005056A225F3;1 324;1 706;2 822;2 027;1 722;947;304;261;177;111;78;340
00000000-0000-0000-0000-050429874055;452;1 086;1 068;1 318;835;894;1 534;1 240;1 072;743;659;742
478ABB8D-995D-4D54-92D8-7BAE70D4C8A8;318;747;946;640;751;628;1 113;1 373;1 086;812;1 068;1 745
1D1E038F-66B4-11E5-B1B7-00505602071E;117;116;483;703;1 085;1 179;1 381;1 383;1 391;1 353;1 068;699
2B8B9DC3-211E-11E8-9C6C-005056A225F3;192;500;498;566;722;1 484;1 402;1 558;924;822;883;1 074
C5794FAF-9747-11E5-8E25-00505602071E;597;593;942;955;770;778;626;643;809;851;914;861
1503DF22-3A98-11E9-99D9-C69417C43C93;226;378;553;577;521;782;988;840;832;830;903;1 172
607F3C2A-448E-11E8-9C6C-005056A225F3;399;235;270;657;656;743;924;532;760;824;995;1 169
00000000-0000-0000-0000-050580086736;;;;;;;;7;11;389;1 534;5 760
D3BDFF3A-A867-4CDC-8448-C9566C4FBF94;1;128;125;334;383;547;462;375;467;800;1 911;1 691
32FE57FE-9EE3-4EC7-881C-8DD6176A46EC;162;582;297;217;269;338;710;797;724;743;757;962
00000000-0000-0000-0000-050045798313;77;169;182;184;240;331;287;480;750;918;1 095;1 535
F8EB29DF-1C0A-11E6-9D6C-005056A2384C;;;90;46;173;1 269;788;117;717;955;939;584
68A45360-2413-11E7-8B42-005056A225F3;1;1;5;12;6;1;178;3 454;1 103;270;220;195
3E998491-C7BF-11E8-8635-005056A225F3;193;252;455;399;353;411;274;466;377;403;719;739
C9C4463E-BB42-11E8-8635-005056A225F3;;;;;;;28;292;317;634;1 065;1 947
00000000-0000-0000-0000-000146038888;295;362;483;457;137;276;579;257;202;304;425;378
Все для сада;;;;;;;;;;;;
45426A54-67A1-4F3A-9C46-B74F3ACC9B40;11 517;19 037;21 312;32 980;25 961;27 875;23 472;20 289;16 626;17 053;15 468;23 215
00000000-0000-0000-0000-000000165258;;;;;;;;;;;;
ХУСКВАРНА ООО;4 664;6 902;11 124;23 650;36 924;41 287;34 978;23 201;15 014;13 759;10 675;9 031
96597DFB-6816-11E5-B1B7-00505602071E;5 839;7 617;13 761;27 918;33 159;39 638;28 037;16 820;12 738;12 836;11 553;14 589
4B0DCC2D-679A-11E7-93EC-005056A225F3;4 933;6 132;8 215;13 254;21 145;26 246;22 608;14 677;12 868;9 619;8 190;9 615
6B1F011C-3D42-483C-8741-A0C86AA8D673;2 603;4 162;6 462;11 033;19 708;25 152;18 394;13 226;9 883;8 403;6 235;6 541
1D1E038F-66B4-11E5-B1B7-00505602071E;2 551;3 911;5 210;9 445;13 409;14 886;12 667;9 480;8 403;8 558;8 241;8 163
00000000-0000-0000-0000-050826878062;3 162;3 814;4 889;8 616;11 611;13 061;11 453;9 902;8 468;7 882;5 654;4 416
0ED106BF-1FAE-11E9-90E2-005056A27BA9;2 595;4 208;5 082;9 099;12 966;16 986;12 978;7 116;5 353;4 324;3 658;4 258
1D829AFB-8DB3-4414-9240-83DA54621473;5 588;8 839;4 235;6 705;5 072;4 332;5 172;4 045;4 888;5 825;8 465;15 580
4E4B914B-FD5A-11E5-A2CC-005056A2384C;2 659;3 870;5 448;7 422;7 034;5 862;4 979;5 654;7 704;7 661;6 974;8 374
00000000-0000-0000-0000-000169202728;1 136;2 132;3 012;5 572;6 863;8 842;9 610;3 958;3 660;3 262;5 420;12 322
FAADF652-AEF3-4B2C-940C-7610941A4406;1 326;2 371;3 375;4 285;8 809;9 980;8 382;8 244;5 841;5 757;3 724;2 704
870922A1-3D28-11E7-BBB2-005056A225F3;3 318;3 542;3 724;6 112;4 333;3 562;4 460;4 405;4 601;4 737;5 421;5 310
00000000-0000-0000-0000-050576355004;2 878;3 938;5 668;7 074;3 152;3 166;3 714;3 783;3 935;4 386;4 661;6 083
D3BDFF3A-A867-4CDC-8448-C9566C4FBF94;175;645;2 168;5 306;7 855;7 390;6 435;5 436;4 792;4 349;4 088;3 661
2C48B5F2-138F-11E6-93E5-005056A2384C;2 869;6 317;4 102;5 890;4 470;4 117;3 822;3 239;3 344;4 299;3 359;3 790
00000000-0000-0000-0000-000028422189;1 232;1 550;2 407;4 662;5 811;7 278;7 510;5 260;3 851;3 695;3 165;2 581
00000000-0000-0000-0000-000000000000;2 792;3 977;4 372;5 081;5 009;5 069;4 137;3 646;3 142;3 276;3 392;3 886
1212C2D0-3768-11E8-9C6C-005056A225F3;372;1 219;1 244;2 475;10 467;12 574;8 798;5 280;2 716;952;836;612
00000000-0000-0000-0000-000154757344;1 182;1 543;2 315;5 143;5 630;5 884;4 949;3 178;2 722;2 740;2 802;2 692
13B716B1-789E-11E5-B1B7-00505602071E;1 143;1 648;2 260;4 332;5 671;6 257;5 746;5 910;2 213;1 607;1 333;1 544
C3A5DB44-B5CD-11E8-8635-005056A225F3;1 544;1 582;1 628;3 772;5 964;5 409;4 581;3 663;3 688;2 962;2 045;2 349
31793C14-E298-11E4-A937-005056020188;810;1 141;1 655;3 566;4 641;6 771;6 738;3 550;2 690;3 148;1 814;1 891
4D370DFC-7C46-11E4-BB53-005056020188;760;1 084;1 782;3 470;4 840;7 235;7 133;3 313;2 907;2 163;1 703;1 562
00000000-0000-0000-0000-000155459602;1 767;1 509;2 213;3 244;4 659;5 740;4 538;2 760;2 417;2 006;2 052;2 252
F21F69EE-E9BE-11E5-A028-00505602071E;980;1 120;1 770;4 820;4 512;3 606;3 440;3 493;3 303;2 573;1 943;1 672
53B6A757-90A4-11E8-A7D5-005056A225F3;1 359;1 868;2 258;2 615;2 094;1 932;2 361;3 872;3 228;2 875;5 062;3 693
25397CD5-1B92-11E7-8B42-005056A225F3;1 300;2 045;2 893;3 967;3 825;3 469;3 348;2 352;1 918;1 586;1 684;1 903
00000000-0000-0000-0000-000025017860;680;1 277;1 740;2 609;3 921;3 582;2 598;2 708;2 271;2 316;1 573;1 503
C175F6B4-1E5E-11E5-B547-00505602071E;905;1 248;1 959;2 466;2 593;3 010;3 694;2 409;2 643;2 112;1 707;1 561
9765B739-C93F-11E3-A316-005056020025;1 165;1 824;2 332;2 538;2 274;2 703;2 789;2 085;1 809;1 873;2 409;2 488
E9EAD8D7-5C64-11E5-A8FB-00505602071E;487;770;1 870;4 626;4 254;3 328;2 879;1 984;1 545;1 542;1 236;1 249
00000000-0000-0000-0000-000000676452;579;1 001;1 634;2 316;4 142;4 418;2 967;2 537;1 927;1 526;984;1 035
00000000-0000-0000-0000-000028658690;1 054;1 663;2 082;2 194;1 790;1 874;2 124;2 182;1 968;2 248;2 092;2 675
E849D57F-A041-11E6-B059-005056A2384C;494;781;1 077;1 332;1 505;2 015;2 173;1 937;2 334;1 870;1 980;2 628
E479FC1F-343D-11E9-99D9-C69417C43C93;303;726;548;1 496;2 681;4 064;4 296;2 163;1 070;973;669;1 081
81621037-4875-496A-992F-283C6CA6535F;243;232;522;3 397;1 913;1 897;2 108;2 133;1 814;991;769;1 126
636C05AA-96E6-477B-8EC3-16756DBA4953;208;521;868;1 576;1 590;2 489;2 638;1 889;1 322;992;935;1 460
53907A09-9C97-11E8-A7D5-005056A225F3;695;986;1 108;1 921;1 953;1 881;1 529;1 381;1 454;1 363;1 043;1 113
00000000-0000-0000-0000-000146903654;;;434;1 488;2 702;3 247;1 917;1 452;1 377;1 514;876;682
5E879219-6ACC-4D4A-A09F-3A3816BACD0A;522;815;1 088;2 650;1 627;1 330;1 258;1 263;1 529;1 117;1 166;1 285
FE0BC480-EBD8-4DB3-9FFC-46D516D8B817;4;86;343;843;1 156;2 249;2 569;2 552;1 568;1 312;1 193;1 321
6607C240-F4E4-11E6-9DAF-005056A2384C;952;1 036;1 078;1 827;1 873;1 306;931;846;824;805;835;1 461
8FEAFCC0-BE2B-11E3-B3A8-005056020025;335;419;502;937;1 783;2 313;1 443;1 071;813;918;1 006;1 463
6FB80DC6-0BC8-4F06-86DF-D69493A4B880;654;785;887;1 591;1 782;1 991;1 041;893;958;796;846;614
00000000-0000-0000-0000-050813242907;486;699;1 117;1 617;1 985;1 761;786;800;945;721;756;878
1EC2C42B-63AA-4D76-8B5A-318C784904E8;448;672;839;963;776;913;922;1 120;1 510;1 164;1 087;1 096
00000000-0000-0000-0000-050579266996;248;350;992;1 460;2 539;2 084;910;896;565;472;423;542
B5379EF9-DC3C-11E4-A937-005056020188;427;679;743;1 304;1 155;1 128;1 235;1 027;876;655;946;1 138
00000000-0000-0000-0000-000022419659;507;686;811;1 491;1 049;1 268;1 605;960;662;631;702;901
Сантехника;;;;;;;;;;;;
13B716B1-789E-11E5-B1B7-00505602071E;13 481;18 846;23 091;26 712;22 138;29 009;27 117;25 252;24 986;23 900;27 275;27 810
14899D0F-FBA9-4647-862C-6FF05E46C6B7;4 107;6 831;8 576;7 913;9 466;15 787;17 420;21 123;24 388;23 007;28 115;29 892
F5DA6A78-4024-4577-8D43-8530B3C399BA;6 222;9 548;9 292;11 573;10 302;15 047;18 199;15 497;13 953;13 298;14 433;16 227
00000000-0000-0000-0000-050689834436;5 963;9 370;11 736;12 653;10 603;12 407;13 710;14 843;14 314;13 134;15 235;14 537
FC566367-B822-4B2D-ADA7-F5BDE83A7303;468;283;390;560;2 912;5 342;11 623;12 890;17 941;21 471;17 739;17 317
E4DBF615-14B5-4B64-84DD-66041739A816;1 235;2 499;8 300;8 773;9 475;10 119;10 889;11 308;10 565;11 053;9 652;8 720
1CFC7394-060F-11E5-9252-0050560205C4;3 687;4 835;5 350;6 070;5 394;7 061;8 997;10 575;11 514;10 298;12 684;12 832
00000000-0000-0000-0000-000316264460;5 619;7 463;8 306;9 340;7 632;7 423;8 773;8 237;8 065;8 857;7 971;10 255
333C386E-EA8A-11E4-9B0E-0050560205C4;3 106;3 860;6 500;7 335;6 293;8 655;8 273;10 253;11 018;8 762;9 083;10 156
692E0D5A-3C8B-11E8-9C6C-005056A225F3;1 598;3 173;3 696;4 793;6 387;9 403;12 550;12 625;10 962;7 139;6 856;4 955
F872F0FB-2AEA-11E5-9837-00505602071E;7 240;9 077;10 293;12 367;11 490;7 940;5 418;4 520;3 503;3 199;2 504;4 022
15F5912E-3BBE-48EB-A45B-623FCEAB830F;2 499;2 446;4 014;5 202;4 756;5 248;7 053;7 909;8 005;8 221;8 291;7 940
127497A9-C5C4-11E6-8C73-005056A2384C;3 898;4 611;8 131;8 012;5 546;5 014;4 991;4 438;3 705;4 279;5 206;6 646
00000000-0000-0000-0000-000022209032;2 773;4 212;5 455;6 091;5 993;8 027;7 575;6 808;5 162;3 349;3 187;3 238
3888C5D8-46FA-11E9-99D9-C69417C43C93;927;1 389;1 894;2 719;2 888;5 193;6 196;7 064;8 594;7 983;7 577;5 817
6C3F669D-A63F-4005-9C32-DFD680852E24;1 156;787;1 111;1 483;2 814;5 185;6 747;7 906;8 320;6 718;4 509;6 422
00000000-0000-0000-0000-000000000000;1 316;1 436;1 684;3 367;3 304;4 112;5 349;6 483;6 105;5 571;5 920;4 526
8A1B28DD-C5C2-11E6-8C73-005056A2384C;3 090;3 666;5 196;4 956;3 348;3 650;3 347;3 678;3 153;3 265;3 166;4 343
049174C0-E198-11E3-ACAE-005056020025;1 814;2 774;4 167;4 303;3 494;2 887;3 281;3 472;3 853;3 386;3 360;3 201
78111865-B3D8-11E7-9B6C-005056A225F3;1 986;2 537;2 990;2 668;1 959;2 448;3 665;4 479;2 905;1 808;3 056;5 457
00000000-0000-0000-0000-000155459602;1 423;2 028;2 106;2 344;2 206;2 525;3 503;2 956;3 151;4 063;4 389;5 183
62158960-979D-11E7-B91E-005056A225F3;1 721;2 317;2 665;3 582;3 501;3 177;3 010;3 047;3 159;2 741;2 419;3 202
4907CACE-CE2D-4D3C-96FD-B79F6E3E5C4E;1 323;1 593;2 298;2 398;2 215;3 222;3 051;3 730;2 329;2 349;2 754;3 643
